"Brand","Model","Reviews","Language"
"Samsung","Samsung Galaxy S21 FE","La batería, cámaras, son geniales tiene todas las funciones de un flagship tal como sus hermanos mayores los s20, la fluidez de la pantalla a 128 hertz es genial, sin embargo con la última actualización he notado algo de lag al momento de abrir la aplicación de la cámara, espero mejore con actualizaciones futuras, y si o si es necesario usar vidrio templado ya que con el poco tiempo que llevo de uso y haciendo énfasis que lo he cuidado bastante, sin embargo ya tengo varios rayones y hasta en el vidrio de la parte de la cámara así que si o si vidrios templados para pantalla y modulo de cámara!","es"
"Samsung","Samsung Galaxy S21 FE","Me agrado en lo absoluto, el teléfono es bueno, no se calienta demasiado al usar, tiene procesador Snapdragon, la cámara es buena, la temperatura manejable. mi dispositivo no me vino con la falla de los toques falsos en el táctil así que lo agradezco. Se confundieron al poner 8 GB de RAM cuando el que viene es de 6 GB RAM","es"
"Samsung","Samsung Galaxy S21 FE","Todo el teléfono bello lo recomiendo mucho","es"
"Samsung","Samsung Galaxy S21 FE","He comprado 2 teléfono y la verdad funciona genial buena cámara dura la batería es rápido es perfecto","es"
"Samsung","Samsung Galaxy S21 FE","la caja del celular llego abierta, puede que haya sido revisado en aduanas, al menos eso quiero pensar; todos los accesorios estaban ahi, hasta ahora todo me va de maravilla con el equipo. Esperemos que no me presente ningún problema pasados los 90 días que me da amazon. Rapidez en el envío, aunque internamente UPS tardo un poco en entregármelo. Gracias","es"
"Samsung","Samsung Galaxy S21 FE","Si feliz con los productos elegidos y recibidos.","es"
"Samsung","Samsung Galaxy S21 FE","Toma muy buenas fotos","es"
"Samsung","Samsung Galaxy S21 FE","Excelente oferta y excelente equipo. 100% recomendado","es"
"Samsung","Samsung Galaxy S21 FE","Mejor celular !!","es"
"Samsung","Samsung Galaxy S21 FE","Esta muy bonito el celular le pongo 4 estrellas por que en modo de vibrar no es muy fuerte","es"
"Samsung","Samsung Galaxy S21 FE","Buen celular hasta el momento todo como lo esperaba","es"
"Samsung","Samsung Galaxy S21 FE","Hasta el momento no he tenido fallast, apenas tengo un mes que lo compre y me ha encantado todo ..
Solamente que esta versión ya no tiene entrada para los auriculares o para conectarlo al carro y escuchar música ya todo es vía Bluetooth","es"
"Samsung","Samsung Galaxy S21 FE","Este es un muy bueno teléfono el reconocimiento facial es muy bueno así como el lector de huellas y la batería me dura para un día o dia imedio dependiendo de mi uso","es"
"Samsung","Samsung Galaxy S21 FE","No me deja meter a mi samsung account 😤 y no puedo abrir aplicaciónes","es"
"Samsung","Samsung Galaxy S21 FE","Estaba nerviosa por ser la primera vez que compro un cel por este medio. Por suerte me fue bien, estoy contenta con mi celular, tengo más de una semana usándolo, hasta ahora todo excelente.","es"
"Samsung","Samsung Galaxy S21 FE","El móvil funciona de maravilla. Lo único que me preocupó al principio fue una calentura en la batería mientras lo usé los primeros días. Todo lo demás está perfecto. Intacto sin rayaduras. Excelente 👌","es"
"Samsung","Samsung Galaxy S21 FE","Justo buscaba un buen teléfono y a un precio razonable. Hasta ahora todo bien ¡Gracias!","es"
"Samsung","Samsung Galaxy S21 FE","Muy buena experiencia. El equipo en excelentes ocndicionesMuy buena fluidez y velocidad en aplicaciones, buena cámara. Lástima que el cargador no sea de 25W, pero no es imprescindible.","es"
"Samsung","Samsung Galaxy S21 FE","el teléfono es bueno como usuario normal la batería me dura todo el día","es"
"Samsung","Samsung Galaxy S21 FE","Compre el teléfono y lo envie a Colombia por el casillero CondorBox , todo fue excelente, las bandas están liberadas y me funciono con CLARO COLOMBIA.","es"
"Samsung","Samsung Galaxy S21 FE","Llegó bien, dentro del tiempo fijado, la caja está abierto, seguro es normal ese. Procedimiento....y el producto...es según lo q quería....se recomiendan....","es"
"Samsung","Samsung Galaxy S21 FE","Excelente producto, comparado con mi S8 siento una gran renovación","es"
"Samsung","Samsung Galaxy S21 FE","Compré este teléfono para poder jugar Call of Duty Mobile. Estuve tentado a comprar otro terminal, diseñado específicamente para ese fin. Pero al final me decidí por el Samsung por su estilo que es bastante más refinado y porque, en papel, sus características eran similares. Un buen chip y una buena pantalla con alta taza de refresco. Lamentablemente el teléfono ha tenido algunas fallas. Al principio era software. Problemas con Google Play, con discord y ahora con la lectura de la sim card. Debo reiniciar el teléfono para que los servicios de llamadas, mensajería e Internet funcionen. Es una lástima. Además el software de reconocimiento facial y lectura de huella en pantalla es realmente malo.
Por último, la conectividad con accesorios de marcas distintas a Samsung es bastante malo. Tengo una wristband de Xiaomi y la conexión entre el teléfono y la banda y inestable. Debo estar abriendo la aplicación de mifit para que realice la descarga de información constantemente.","es"
"Samsung","Samsung Galaxy S21 FE","Muy bue dispositivo","es"
"Samsung","Samsung Galaxy S21 FE","Excalente calidad","es"
"Samsung","Samsung Galaxy S21 FE","No me agrado que alla llegado incompleto le falto Handset + Cling","es"
"Samsung","Samsung Galaxy S21 FE","funciona perfecto muy buena compra","es"
"Samsung","Samsung Galaxy S21 FE","Muy bien","es"
"Samsung","Samsung Galaxy S21 FE","Muy buen telefono","es"
"Samsung","Samsung Galaxy S21 FE","Excelente producto","es"
"Samsung","Samsung Galaxy S21 FE","La batería dura solo cerca de 8 horas. Lo tuve solo un día, y al día siguiente lo envíe de regreso. El problema es que el reembolso tarda hasta un mes en llegar","es"
"Samsung","Samsung Galaxy S21 FE","Problemas con el conector de la carga","es"
"Samsung","Samsung Galaxy S21 FE","La batería del teléfono se desgastaba rapidamente aún cuando no estaba usando aplicaciones. Probablemente estaba defectuosa, pero para ser un teléfono ""nuevo"" no es aceptable.","es"
"Samsung","Samsung Galaxy S21 FE","Sólo funcionó 30 días. Diagnóstico Centro autorizado Samgsung - Tarjeta Lógica DAÑADA. ERROR DE FÁBRICA. Ahora debo pagar pagar para devolverlo y que puedan solventar un problema que no es mío.","es"
"Samsung","Samsung Galaxy S21 FE","COMPRE EL CELULAR PERO LO LLEVE A DAR DE ALTA Y ME DICEN QUE NO ESTA DESBLOQUEADO QUE PUEDO HACER???????? ME DICEN QUE DE QUE COMPANIA LO COMPRE","es"
"Samsung","Samsung Galaxy S21 FE","Reducieron el precio un par de dias despues a la compra que realicé. Debería obtener un bono por lo menos.","es"
"Samsung","Samsung Galaxy S21 FE","Una semana despues de utilizar el telefono, la bateria no carga. Voy a proceder a la devolución :(","es"
"Samsung","Samsung Galaxy S21 FE","Un tamaño ideal y está nuevo sin rasguños o daños","es"
"Samsung","Samsung Galaxy S21 FE","Dicen que está desbloqueado de fábrica y no es cierto","es"
"Samsung","Samsung Galaxy S21 FE","No funciona con metro pcs","es"
"Samsung","Samsung Galaxy S21 FE","Cuando llegó muy bueno, a los 15 días de su uso se apagó y no funcionó más
Ya lo devolví pero estoy muy decepcionada 😞😞😞😞😞","es"
"Samsung","Samsung Galaxy S21 FE","No funciona no lo recomindo","es"
"Samsung","Samsung Galaxy S21 FE","No sirve se descarga rápido y es lento","es"
"Samsung","Samsung Galaxy S21 FE","No me agrada el grosor del móvil, para ser última y alta gama, muy grueso. (Mismo grosor de los móviles en los últimos 4 años)
No me venía auriculares, y en la descripción indica que vendrían manos libres.
Algo lento en ciertas apps.
Lector de huellas muy bien.
Reconocimiento fácil muy bien.
Vida útil de la batería similar al de Galaxy Note 8 (El que he usado por casi 4 años)
No vuelvo a comprar Samsung, probaré Apple.","es"
"Samsung","Samsung Galaxy S21 FE","No lo recomiemdo no gasten su dinero en esta basura","es"
"Samsung","Samsung Galaxy S21 FE","Me encanta Me llego muy bien como nuevo no ay señal de rasguño ni nada
Lo único que me faltó fue el conector solo el cable me llego","es"
"Samsung","Samsung Galaxy S21 FE","Me gustó, lo malo fue que lo vi luego en una tienda 80 dolares más barato....","es"
"Samsung","Samsung Galaxy S21 FE","Es bastante bueno, llego en perfectas condiciones, hasta el momento funciona de maravilla, es bastante definido y viene bien empacado","es"
"Samsung","Samsung Galaxy S21 FE","Mi esposa amo esto se lo regale porque su teléfono anterior se dañó, ella lo usa mucho por lo que buscaba un teléfono que tuviera buena batería y mucho espacio. Este resultó perfecto para ella","es"
"Samsung","Samsung Galaxy S21 FE","Es bueno el teléfono lo que me debe son las fotos a veces no salen bien de ahí todo fluido aunque le falta cierta aplicación como ejemplo poder grabar la conversación","es"
"Samsung","Samsung Galaxy S21 FE","Buen hecho, detalles hermosos ,su función bajo el agua es muy útil.Bastante rápido no se me ha congelado ni una vez en 3 semanas de uso recomendado.","es"
"Samsung","Samsung Galaxy S21 FE","El teléfono es bueno pero antes del mes se daño el sistema de carga y en vez de cambiar todo el teléfono… cambiaron solo el sistema de carga… creo q si algo no está funcionando bien. Deberían cambiarlo por uno nuevo","es"
"Samsung","Samsung Galaxy S21 FE","Estoy muy contenta con mi nuevo samsung S20 FE 5G pero hay algo que no encontre en la caja donde venia y es muy importante para mi: LA GARANTIA.","es"
"Samsung","Samsung Galaxy S21 FE","Llevo usándolo por más de dos semanas y no tengo inconveniente alguno. Venía de un S7 Edge y el salto es increible, la batería durá aproximadamente hasta 10 horas de pantalla con mi uso normal, la fluidez de pantalla en los 120 Hz se nota y hace que en general se sienta mucho más veloz toda la interfaz y el uso de aplicaciones.Para mí no es problema que la parte de atrás sea de plástico ya que me parece que aún así se siente muy bien a la mano y no pierde el aspecto de celular premium, además que es más resistente que el cristal a las caídas.Tiene carga inalambrica, carga reversible y un cargador de carga rápida de 15W, que podría incluirse el de 25W en la caja ya por el precio, pero tampoco es demasiado drama. Las cámaras están muy bien en definición y calidad y en general es un gran teléfono para uso diario. Recomendado.","es"
"Samsung","Samsung Galaxy S21 FE","Ya casi 2 meses de usarlo funciona perfecto, cumpliendo con todos los estándares de un celular de esta gama. El único pero que le daría seria el peso que lo vuelve un poco incómodo, pero la batería me llega a durar entre un día entero de uso continuo a 2 días de poco uso.Pd: le compre una SD de 500G y funciona perfecto.","es"
"Samsung","Samsung Galaxy S21 FE","*Reseña EditadaDespues de varios dias de uso puedo traer una mejor reseña📱Apartado Estetico:Me encanta el diseño del celular, se siente comodo y se ve bonitoLa pantalla Super AMOLED con 120Hz es lo mejor que haya visto, se luce cada color y la fluidez es excepcionalEl material se siente a plastico pero yo compre una funda, aunque no me hubiera molestado de todos modos ya que es comodo pero por seguridad tengo la funda, te recomiendo ponerle una mica ya que por accidente una moneda le dio un ligero raspón a la pantalla🔋Bateria:El tema de bateria, muchos usuarios comentan que se acaba rapido cuando la batería te puede durar todo el dia aun con los 120hz activos solo necesitas actualizar el software, el celular hace el resto de aprender tus patrones de uso y así utilizar mejor la bateria por lo que no hay que preocuparse, puedes hacer tus propias configuraciones para darle varios matices al uso de la batería, 4500mah es suficiente para tu diaCuenta con un cargador europeo mas un adaptador generico de 15W de carga rapida, la verdad se siente que en minutos el celular se cargue completo🧮 Procesador:Magnífico trabajo con su procesador Snapdragon 865, desde mi punto de vista un procesador para tu dia a dia, te basta y sobra para juegos, emuladores podras desde el Switch hasta generaciones pasadas📷 Camara:No es la gran cosa pero he de reconocer que tanto de dia como de noche las fotos salen hermosas, los videos ni se diga con su resolucion hasta 4K 60FPS y buen audio🎶 Audio:Me gusta usar audífonos, pero este celular no tiene entrada de 3.5mm para jacks comunes, tienes que usar un adaptador, audífonos bluetooth o un audífono tipo C, sin embargo no me molesta ya que su calidad de audio es impresionante gracias a su salida estereo que con una ayuda del Dolby Atmos se escucha hermoso incluso sin audífonos📡 Cobertura:Viene liberado para todas compañias, funcionó con mi chip Telcel desde el primer dia, es compatible con la red 5G aunque para poder usarla del todo necesitas despues un chip 5G de un compañía celular➕️ Extras-Cuenta con una grabadora de pantalla por si quieres usarla en tus juegos-Puede mejorar la calidad de imágenes si estan en baja resolución-No cuenta con reproductor pero el que descargas desde Google Play, el Reproductor de Samsung es muy bueno-Cuenta con reconocimiento facial y huellas-Se ve mas o menos bajo el sol-Se puede extender el almacenamiento con una MicroSD hasta 1TB""Saludos y gracias a mi vendedor, FabricaDirecto, quien me asesoró en preguntas relacionadas al celular en un chat bastante rapido y amigable"" ✨️🤩💸💸 AVISOEs un excelente celular si buscas un gama alta a un precio accesible, revisa con quien lo compras para tener uno con Snapdragon ya que las versiones con Exynos son algo inferiores, se calientan y no aguantarian el uso para juegos y redes socialesNo compres este celular por mas de $10,000 pesos no vale la pena, yo lo compré por $8500 y lo he visto en $8100 si los ves en ese precio no dudes en comprar","es"
"Samsung","Samsung Galaxy S21 FE","Tengo prácticamente una semana con el equipo y no me arrepiento de nada, vengo de un galaxy s8+ y el salto es muy bueno, quería un s20+ pero después de tantos videos de análisis que ví me decidí por este s20 fe ya que no le pide nada al plus, solo el tema de que la parte de atrás es de plástico pero seamos sinceros la mayoría lo ocupará con funda así que estarás poco en contacto con esa parte. Voy por partes:Tiene: carga inalámbrica, carga reversible, snapdragon 865, resistente al agua y polvo, 6 de ram, 128 de almacenamiento, tasa de refresco 120, pantalla Amoled, batería 4500 mha, Cargador ""mexicano"" pero de 15w yo te recomiendo que compres uno de 25w cuando hagas tu pedido para que tengas carga súper rápida ya que es lo que admite el teléfono, la entrada es USB c, trae pinchito, admite tarjeta SD, solo un SIM, si se puede usar en México sin problema yo lo ocupo con Telcel sin problema.No tiene: pantalla curva que en mi caso agradezco ya que algunas áreas en las pantallas curvas son difíciles de alcanzar, me pasaba mucho con mi s8+, no trae funda por lo que recomiendo que compres una al mismo tiempo que hagas tu pedido del celular para que cuando te llegue tu equipo puedas usarlo con su funda y estés más seguro 😊. No tiene entrada de audífonos 3.5 por lo que si no tienes audifonos Bluetooth vayas pensando en comprar uno o comprar un adaptador, para mí no es ningún problema ya que los audífonos no los ocupo casi.Envío: me tardo en llegar una semana prácticamente pero todo dentro de los días que me marcó desde el inicio la fecha de llegada, pudo haber llegado antes pero en mi caso DHL no llega directo a mi ciudad si no que hace reconexión, pero todo eso está contemplado en la fecha de llegada así que todo bien. La caja llegó en buenas condiciones y toda sellada nada abierta solo un poquito arrugadita de una esquina pero se entiende por el manejo de la mensajería, nada agrave prácticamente imperceptible.Pago: pague lo que marca el precio en el anuncio, no tuve que pagar nada más ya que parece que los gastos de manejo vienen incluído en el precio anunciado, en México sin ser 5g y sin el procesador snapdragon el teléfono está en unos 16 mil y lo que pague que fueron $13,200 es un súper precio considerando que es 5g y trae el snapdragon.Rendimiento: lo he usado con los 120 hzs y me ha durado todo el día la batería, llegó con un 20% a las 9 pm. Creo que es un rendimiento bueno pero no el mejor considerando que juego prácticamente nada al día, mi mayor uso son las redes sociales, correo y aplicaciones del trabajo pero las ocupo mucho que compensa esa parte del juego así que no creo tengas problema para terminar tu día con algo de batería y si no una cargadita de 20 minutos y listo. El rendimiento ha sido de unas 7.5 horas de pantalla encendida.Cámaras: si considero que venía de un s8+ el salto ha sido muy grande, las cámaras tienen muy buena calidad y nada que envidiar al s20+ si no me crees ve los videos de reseñas y verás que no hay mucha diferencia por lo mucho más que pagas en el plus creo que el FE tiene mejor calidad precio.En resumen es un buen telefono, me gusta mucho el módulo de cámaras, el color que elegí fue el azul y me agradó mucho, se siente como un premium y luce como un premium, yo pensaba en darle una oportunidad a un Xiaomi, realme, poco etc pero seamos sinceros Samsung es Samsung y si trae un snapdragon es mucho mejor, estoy seguro que los Specs suenan fabulosos en otras marcas pero no creo que su calidad de equipo aguante el pasar de los años, yo uso los teléfonos un promedio de 3 años, siempre Samsung y los he dejado prácticamente como nuevos. Así que si quieres un teléfono bueno, bonito y que te dure unos años este es tu opción ideal, no te vas arrepentir.","es"
"Samsung","Samsung Galaxy S21 FE","Antes que nada deben revisar cual es el vendedor porque para este teléfono hay como 5 o mas proveedores, en la foto aparece el color azul pero a mi me llego uno color rosa, la verdad no me molesta pero si es un punto a considerar.La funcionalidad es buena, la cámara también es bastante buena, creo que en general cumple las expectativas excepto por la bateria, la bateria le dura poco en realidad, buscando en internet al parecer esto es normal, no solo en este Samsung S20 Fe sino en otros modelos del mismo Samsung, te da aprox 6 a 7 horas de pantalla activa con los HZ en 60, para 1 día alcanza bien pero creo que todos esperamos mas siendo este un modelo 2020","es"
"Samsung","Samsung Galaxy S21 FE","Me llego el pedido relativamente rápido en menos de una semana, todo bien hasta el momento espero no encontrar alguna falla y devolverlo, hasta ahorita va bien si es nuevo eso parece (venia en su caja) , en fin todo bien, el único problema es la batería no dura casa nada , en primer lugar tarda casi 2 horas para cargar a 100% en cuanto lo prendes la batería se empieza a desplomar y eso me desánimo mucho, tenia muchas expectativas de este celular, la verdad la bateria🔋 si es un aspecto de gran relevancia para mí","es"
"Samsung","Samsung Galaxy S21 FE","Recien lo compre y el telefono llego en buen estado y conforme a las caracteristicas mencionadas en la publicacion, probe con dos sims distintas las cuales fueron Telcel y AT&T y funcionaron sin problemas el unico problema es que el cargador llego de la version europea pero con un adaptador no hay problema y respeta su carga rapida.","es"
"Samsung","Samsung Galaxy S21 FE","Lo malo es que no es tan rápido en respuesta 😅 Muy bonitas imágenes de captura de la cámaraSi lo recomiendo","es"
"Samsung","Samsung Galaxy S21 FE","The media could not be loaded.
 El teléfono llegó super rápido y lo compré por un excelente precio $13,500 más o menos.

La pantalla es muy buena y no le pide nada a los otros modelos s20. En tanto a la pantalla lo único que me ha pasado es que un par de veces después de desbloquearlo no reconoce mis gestos o cuando toco la pantalla en algunas partes, desconozco el por qué. Fuera de eso me funciona de maravilla la respuesta tanto que juego COD mobile.

El sonido es muy bueno porque tiene un par de bocinas con sonido estéreo que te hacen tener una gran experiencia al consumir contenido multimedia.

Los métodos de seguridad funcionan bien, nada del otro mundo pero bien. Sigo prefiriendo el lector de huella físico que el que tiene integrado pero tarda un par de segundos en responder. El desbloqueo facial es bueno pero podría ser mejor.

Las cámaras soy muy buenas y puedes grabar a 60 fps en 4k, en esta configuración no tiene estabilización pero para una toma estática va de maravilla. La cámara frontal es muy buena y reconoce el rostro para saber si tiene que ampliar la toma en dado caso que detecte dos rostros.

La batería, 45000 mAh dan super bien para un día de uso empezando desde las 8 AM hasta al rededor de las 10 de la noche cuando ya estás en casa y lo puedes comenzar a cargar. El cargador que viene de fábrica en mi caso fue el tipo americano de 15w y carga suficientemente rápido. Lo anterior con la pantalla a 60 Hz. No he podido probar la pantalla un día completo o una carga completa en 120 Hz.

El rendimiento es bueno, 6 gb de ram son buenos aunque con 8 sería perfecto. Aún así el snapdragon hace un gran trabajo en el rendimiento, no se traba jugando o navegando, no se calienta por el uso, claro siempre y cuando le des un uso normal.

Los contras que le encuentro al teléfono es que sí extraño el Jack de 3.5 mm para los auriculares, tengo que ocupar unos Bluetooth que tengo. Es difícil encontrar accesorios cheveres y una mica específica para la pantalla porque aún es un teléfono relativamente nuevo. Quiero resaltar que aun con una mica de cristal templado lee bien mi huella pero el cristal que conseguí no le quedó a la perfección aún así el chiste es que lo proteja.

Los pros o puntos a favor son demasiados por todo el extra que ofrece además de las cosas buenas que ya mencione. Samsung te ofrece grandes cosas como la carga reversible e inalambrica, filtro de luz azul (es buenísimo para la vista y lo recomiendo), conexión a Windows (tiene alianza con Windows haciendo que sea muy fácil vincular el teléfono con un equipo de computo Windows y poder recibir notificaciones, hacer llamadas, transmitir la pantalla del teléfono en la computadora, etc), Dex (vuelve tu teléfono como una laptop), puedes grabar la pantalla del teléfono directamente desde los accesos directos y la barra edge deslizando desde un costado de la pantalla, también se ilumina el borde de la pantalla con las notificaciones que configures entre muchas cosas más. Es una gran opción y lo recomiendo.","es"
