"Model","Reviews"
"iPhone 12 Pro Max","So I first had ordered this phone but it was only renewed, I got the phone and it was in bad shape, so I returned it. Then I came across Amazon renewed premium so I decided to give it one more shot. They promised that the batter life would be above 90% so I took a chance. I was absolutely blown away, when I got the phone all setup I viewed the battery health and it was 100%! Super happy with this phone and I saved around $250 compared to buying it brand new!"
"iPhone 12 Pro Max","El producto está como nuevo"
"iPhone 12 Pro Max","This is what I was looking for and will probably get the next version next year"
"iPhone 12 Pro Max","It seems like a pretty functional phone.. appears to work well in most capacities other than the battery, which is right off the bat draining very quickly with very mild usage. (Was assured to be at 90+%)(the last refurbished iPhone I bought came at 98% and after 2 years of usage is at 92%) So it’s a bit of a bummer because I’m just going to have to get the battery replaced soon. I honestly might just exchange the phone soon, just throughout writing this review the battery has drained 7%…. That is terrible in my opinion."
"iPhone 12 Pro Max","love"
"iPhone 12 Pro Max","After deciding I wanted to upgrade my phone I figured that going the “renewed” direction was the most affordable option. I must say I was very hesitant at first. Even when I got the device, the plastic on it gave the impression it was banged up and the screen possibly cracked. Luckily for me I realized it was just the plastic, and after removing the phone looked as though it came straight out the apple store. It works just as good as well. All in all so far I think it was a great purchase."
"iPhone 12 Pro Max","This iPhone works like it’s brand new. If you are looking for a phone like this Buy it. Everything works as it should. Love it"
"iPhone 12 Pro Max","Face Recognition works great but read that it is too easy to replicate so I don’t use it. Prefer fingerprint recognition. Other than that the phone is great."
"iPhone 12 Pro Max","I think all iPhones are great phones-long time user here. I specifically wanted a 12 Pro Max; tried the 13 Pro Max from Apple Store & felt it was too heavy. This model just right and has almost all same features as the new 13. Hard to find locally to purchase, and the Renewed Premium is just like a new phone. Battery maximum capacity on it is 99% and body looks flawless! Definitely worth purchasing a Renewed Premium."
"iPhone 12 Pro Max","Soooo I’m originally a Samsung type a girl but my kids kept pressing me to try IPhone and I brought the 12 pro max, the phone over all is a great phone. It has face recognition for all my apps and purchases. My battery life is excellent also it will stay charged all day. The phone also came clean and with a cord and wall charger. I’ve had it little over a month and so far so good it came with a yr warranty, so I’m very pleased with this buy"
"iPhone 12 Pro Max","El equipo funciona perfectamente, la batería dura lo esperado y esta como nuevo, es rápido y perfecto para mi labor comercial"
"iPhone 12 Pro Max","The iphone12 has a great camera"
"iPhone 12 Pro Max","Like new, just dont have original box, but the phone likenew"
"iPhone 12 Pro Max","The media could not be loaded."
"iPhone 12 Pro Max","I made a very good choice the phone is clean no scratch or dents the battery life is very good and everything works perfect"
"iPhone 12 Pro Max","Only thing I dislike is the battery life is very bad , my iPhone 11 Pro Max the battery in it would last 3or more days on a full charge but this one doesn’t go one day unless I have It on airplane mode all day ….and my boss doesn’t dig that"
"iPhone 12 Pro Max","The media could not be loaded.
 Nice phone...I received it with no scratches and battery life is perfect!"
"iPhone 12 Pro Max"," Nice phone...I received it with no scratches and battery life is perfect!"
"iPhone 12 Pro Max","The first phone I did not have the correct storage capacity. The replacement phone I received, the Face ID didn’t work."
"iPhone 12 Pro Max","It’s like a brand new phone. Battery life excellent 96%. Everything works great, no scratches no nothing as i said it’s like a brand new phone and I’d recommend anyone to buy."
"iPhone 12 Pro Max","Not a scratch or blemish on the phone. It looks absolutely brand new. Battery health is 100% out of the box. Set up was flawless. No issues. A great buy."
"iPhone 12 Pro Max","This iPhone 12 Pro MAX set up was a bit rocky, but with a reset everything was fine. battery life is very good. looks like a brand new phone. If you have small hands, this is not for you."
"iPhone 12 Pro Max","As new , no difference.You have inside certified charger (1500 mAh max charge rate - slow but good for your battery health) and a certified but short cable.Overall satisfaction -excellent, using it second week - good battery life,responsive screen, very good pictures!"
"iPhone 12 Pro Max","I got exactly what I ordered, so far no complaints, it came clean inside and out and was a breeze to set up. I upgraded from my 7S so the whole thing is a huge upgrade for me."
"iPhone 12 Pro Max","My"
"iPhone 12 Pro Max","Package came on time and the phone is in great condition. It comes with charging cable!"
"iPhone 12 Pro Max","I think it’s perfect I might buy some other devices from Amazon if my second experience is great also."
"iPhone 12 Pro Max","Estás todo bien"
"iPhone 12 Pro Max","Well I was skeptical about renewed phone, this one was perfect. Very happy with this product, I can recommend to everyone."
"iPhone 12 Pro Max","Excelente en todo sentido"
"iPhone 12 Pro Max","Battery around 94%, very clean. Very good condition. The charger can be better. Works with Argentina cell phone carrier"
"iPhone 12 Pro Max","Had issues trying to set it up but it’s a really good phone"
"iPhone 12 Pro Max","Completamente complacido con el teléfono. 100 % satisfecho. Todo funciona perfectamente y el equipo luce completamente nuevo."
"iPhone 12 Pro Max","And she knew that always one the IPhone 13 pro max that’s why I changed my main"
"iPhone 12 Pro Max","BAD BATTERY EVEN WHEN MANY BACKGROUND APPS ARE TURED OFF—"
"iPhone 12 Pro Max","Its overall performance is just so much better in every way, especially how easy to use."
"iPhone 12 Pro Max","Phone was in perfect conditions and it works perfectly"
"iPhone 12 Pro Max","I like everything about the product"
"iPhone 12 Pro Max","Face recognition is remarkable."
"iPhone 12 Pro Max","Looks brand new for a refurbished product. Thank you!"
"iPhone 12 Pro Max","genial"
"iPhone 12 Pro Max","Basically new, in great shape, very happy with it!"
"iPhone 12 Pro Max","Packaging was nice"
"iPhone 12 Pro Max","this phone is absolutely perfect!"
"iPhone 12 Pro Max","I bought this iPhone 12 Max because it was advertised as ""unlocked"". I received it and installed it on my TMoble account. However, it would struggle to get onto the network and stay on it. I took it to TMobile and they gave me a new SIM card and the phone still struggled to find the network. As it turned out, the phone always looked for an AT&T network. This phone was also previously an AT&T phone per the codes in the phone's identification information. No matter how many times I selected the TMobile network it always switched back to the AT&T network and hence the phone was unreliable with connecting and staying on the network."
"iPhone 12 Pro Max","Alot of scratches on the front screen, and the phone had icloud locked by previous owner. Great job for a thousand dollars phone . And sure it been tested by professional technicians before it's going to your hand lol ."
"iPhone 12 Pro Max","I ordered this phone in plenty of time, weeks before my son would get home on leave from the army. Got it charged up, & when he arrived we went to the Verizon store to get it activated. Turns out it was a locked phone, even though Amazon advertised it as an UNLOCKED phone right in the item description. Horrible. Waste of my time, and now we may not have time to get him another phone before he leaves. Amazon screwed this up entirely."
"iPhone 12 Pro Max","This phone has major sound issues I feel like I bought a broken phone. It does not have sound sometimes. I don’t think you should buy from these people. I tried to return it and I never got a response. I d give them no stars if possible"
"iPhone 12 Pro Max","this is not an Iphone. Different case and parts, thats a counterfeit product!"
"iPhone 12 Pro Max","The battery is not good"
"iPhone 12 Pro Max","Came home was happy I got it went to update it then all a sudden keeps restarting n wont stop"
"iPhone 12 Pro Max","This renewed premium ""like new"" iPhone was nothing of the sort. It had three defects in the screen, one of which was as big as the head of a match! Avoid this seller."
"iPhone 12 Pro Max","EL CARGADOR NO ES COMPATIBLE CON EL CELULAR YA SE ARRUINO"
"iPhone 12 Pro Max","Really disappointing they lie about the one main thing that makes this phone cost more than regular renewed."
"iPhone 12 Pro Max","At first my wife was amazed with the phone, after days using it noticed that takes longer to charge, and out of no where stop charging,

very disappointed,"
"iPhone 12 Pro Max","Facelock can't work and battery helth is worth"
"iPhone 12 Pro Max","I bought this but extremely disappointed at amazon.
I do not recommend anyone buying this."
"iPhone 12 Pro Max","It came late!
Great phone otherwise."
"iPhone 12 Pro Max","I’m writing this from my phone which is this phone lol. I don’t usual write reviews but I love this sm and I was confused and scared to but it do I hope this helps u guys. It’s perfect"
"iPhone 12 Pro Max","Yo pedi el product en una enbortura Bonita y no fue como lo pedi, Segundo el cable o cargador no sirvio y tube que comprar uno Nuevo., por favor necessary el codigo de este celular para comparar con el mio y estar seguro que es mi celular que amanzon mando"
"iPhone 12 Pro Max","Title of review are words spoken by my older brother. In spite of the fact that this iPhone was “renewed,” my brother never mentioned this fact to me because for him it’s brand new. He is totally obsessed with all apps, cameras, ease of use, sound quality, and Pacific Blue color. Tremendous battery life and 256GB storage are awesome! I absolutely agree with my brother because I own the same phone in Silver. If you’re concerned that this phone isn’t compatible with the AT&T mobile network, DON’T BE!"
"iPhone 12 Pro Max","I reviewed the product and it looks good without any physical damage, I did not get the original charger but that is not a big deal. I will update this review based on how this iPhone works in the next couple of months but I would recommend to buy"
"iPhone 12 Pro Max","I upgraded from an iPhone 8 to use as my work phone. The speed and performance upgrades are super noticeable, and the battery life is in a whole new world. It doesn’t have a fingerprint reader like I was used to, but the facial recognition works flawlessly, even wearing glasses. I’m loving this phone"
"iPhone 12 Pro Max","I am satisfied with my purchase I got the phone well package and unlock my phone is working perfectly fine more space that’s the reason why I purchased this phone just get it you will love it only issue I have is charging but I am going to purchase a better charger. Overall great phone ."
"iPhone 12 Pro Max","i went with a used iphone 12 promax instead of a new iphone 13. WOrth every penny!!"
"iPhone 12 Pro Max","Excellent"
"iPhone 12 Pro Max","What else can I say"
"iPhone 12 Pro Max","The phone came came like new! I am very happy with this purchase and will definitely buy another from this seller."
"iPhone 12 Pro Max","Really like my phone. Not as quick as I’d like but it could be the area we live in. I would buy again."
"iPhone 12 Pro Max","Best cell phone but big size for my wife. I need to return, refund for next my buy new iphone"
"iPhone 12 Pro Max","Mint condition
Like the face Recognition, over 90 % battery life
Excellent Value !"
"iPhone 12 Pro Max","Upgraded from an XR and loved the 12 pro max. Definitely worth it and great price for being unlocked"
"iPhone 12 Pro Max","Primera vez que compro un equipo renovado. No sabía que esperar. En Apple resulta que los equipos RENOVADOS PREMIUM son mejores y tienen una garantía más larga que los No Premium. Este teléfono que compré venía en una caja blanca con verde de AMAZON y en el interior un cable y cargador genéricos. Al remover la protección de plástico del teléfono, mi sorpresa fue encontrar un equipo PRÁCTICAMENTE NUEVO. Ningún golpe ni marca de otro tipo. Lo único que encontré (y porque le estuve buscando algo) una rayita diminuta en la pantalla junto al marco. Raya superficial de unos dos milímetros… La batería está al 91% y al encenderlo de inmediato se actualizo el sistema operativo a IOS 16.1.2
TODO, todo funciona muy bien. No se nota la diferencia entre un equipo nuevo y este. Definitivamente, es una Excelente inversión y decisión ir por este equipo."
"iPhone 12 Pro Max","El equipo llegó en aproximadamente 2 semanas. Todo muy bien. Estéticamente está al 100% y salud de batería 92 que considero que es muy bueno. El cable y cargador genéricos pero nuevos de buena calidad. Muy recomendable."
"iPhone 12 Pro Max","El equipo esta en unas condiciones que casi parece nuevo, solamente por que tiene un poco de suciedad en el auricular pero super bien cuidado"
"iPhone 12 Pro Max","The media could not be loaded."
"iPhone 12 Pro Max","excelente producto, en excelentes condiciones, como nuevo, muy recomendable"
"iPhone 12 Pro Max","Justo lo que esperaba! Excelente estado! Color y belleza!! Me gustó🥰"
"iPhone 12 Pro Max","El equipo me llego con una estética 10 de 10 prácticamente como nuevo, en cuestión de la batería me llego con el 100% llevo utilizándolo alrededor de 20 días y su funcionamiento es el adecuado, el equipo viene liberado yo lo estoy usando en AT&T, el único detalle es en el cargador que es muy genérico pero funcional sin duda alguna volvería a comprar"
"iPhone 12 Pro Max","El equipo llego 10/10 parecía completamente nuevo, el mes de uso dejó de obtener señal, lo lleve a revisar y estaba fracturado de la tarjeta, me cobraron 200 dls por soldarlo,"
"iPhone 12 Pro Max","Llego súper bien. Sin ninguna detalle, con la batería al 100%; todo increíble, fue muy buena decisión.Más de 1 mes sin problemas!Recomendado!"
"iPhone 12 Pro Max","The media could not be loaded.
 Muy buena experiencia con la compra llego dos días antes de lo que decía, venía con el 91% de batería ( al parecer jamás se ah abierto el equipo) como nuevo prácticamente, si recomiendo comprar al menos mi experiencia fue excelente"
"iPhone 12 Pro Max"," Muy buena experiencia con la compra llego dos días antes de lo que decía, venía con el 91% de batería ( al parecer jamás se ah abierto el equipo) como nuevo prácticamente, si recomiendo comprar al menos mi experiencia fue excelente"
"iPhone 12 Pro Max","Para no ser nuevo, la estética, la funcionalidad y la batería, como de nuevo.
Muy recomendable"
"iPhone 12 Pro Max","Compré este iPhone con el miedo de que no cumpliera mis expectativas, afortunadamente, este iPhone se encuentra ""Cómo nuevo"" lo inspeccione durante un tiempo considerable y no tiene ni un solo rasguño, la batería de encontraba al 100%"
"iPhone 12 Pro Max","Todo muy bien"
"iPhone 12 Pro Max","el celular llego con una lijera raya en la pantalla, poco perceptible, pero para mi es un daño, al encenderlo y elejir el idioma, ahí se queda y no avanza, pésima experiencia, ahora espero no me den tantas vueltas con mi reembolso ya que solicité la devolución"
"iPhone 12 Pro","Se encontraba en un muy buen estado, la batería era moderada, todo se encuentra bien, Face ID, pantalla y sim. Recomendado."
"iPhone 12 Pro","This phone was a good purchase and value for money."
"iPhone 12 Pro","Usually the term refurbished and renewed scares people and right fully so. There are many sellers online that sell junk. If you carefully research the seller, you can have a great experience and save LOTS of $$. I bought this iPhone 12 Pro from Mobile Supply on AMZ and the phone was excellent! It honestly looked brand new. The seller was prompt and courteous on communication.
I have bought other Renewed items on AMZ and have had good experiences, but I would check out the seller each time."
"iPhone 12 Pro","Minor scratches on the side and screen but it’s really good device. My mom liked it."
"iPhone 12 Pro","This phone I received in excellent condition,no scratch in LCD at all with 98% battery life.I hope I can use it in indonesia as well.thank you"
"iPhone 12 Pro","The phone has no scratches at all. It came with 90% battery health. The delivery got delayed but OMG it’s beautiful."
"iPhone 12 Pro","Phone has no scratches, looks just like brand new. Battery life is 92% and the phone works just fine. Definitely recommend this seller."
"iPhone 12 Pro","Changed my review again seller sent screen with a screen protector in addition. Had given them 4 stars because of the price at the time but had changed it to 5 stars because everything about phone is excellent."
"iPhone 12 Pro","Super fast delivery. Product delivered ahead of schedule. Good quality."
"iPhone 12 Pro","Nice clean pretty much like new very satisfied"
"iPhone 12 Pro","I’m a little annoyed that the price dropped from $696 to $629 a couple days after ordering but I guess my timing was off with the 14 coming out. Battery health is at 90% but otherwise the phone is like new. Camera is such a step up from my XR! Definitely faster and I have better signal with the 5G. Happy with my purchase just wish I got a better deal. Comes with an extra charger which is nice because Apple does not include chargers anymore."
"iPhone 12 Pro","Phone looks and works perfect."
"iPhone 12 Pro","Like new condition, everything works! Love it"
"iPhone 12 Pro","**Edit** 10/12/2022:

This phone's battery has now decreased to 96% since my last update a week ago. I lowered to 3 stars from 4 stars as this phone seems to be degrading fast!

------
Ordered this phone as a cost effective alternative to the 13 and/or 14 as the features and ""Bells and Whistles"". Was forced to update my previous device as the iPhone 7 no longer supports iOS 16 :-(

Thoughts on this order/process:

Pros:

-Looks brand new
-Faster than my iPhone 7 ;-)
-Camera is awesome
-Battery Life (con below) was received at 98%!
-Fast, seamless setup.
-Unlocked and Not T-Mobile (which I originally ordered)
-Came with charger cord/adapter
-Fast delivery
-Apple certified parts validated in settings (screen, etc.)

Cons:

-Battery life went to 97% after one week of use?! That makes me very nervous.
-There were some dings I found on the outer edge of the phone in 4 places-No biggie as there's a cover on it now.
-Wish there was an option for T-mobile vs. Unlocked. Apparently, there are multiple sellers on this product and even though I chose ""T-mobile"" I received ""Unlocked"" which is fine, but I paid more for the T-mobile vs. another seller that was a cheaper ""Unlocked"" option.

Other than that I'd rate this purchase 4-4.5. I will update accordingly as I progress with the life of this device. I'm just so happy to be upgraded to a newer iPhone!"
"iPhone 12 Pro","It’s like a brand new phone!"
"iPhone 12 Pro","Face recognition was on point . And battery life has been good . Way better than my old XR."
"iPhone 12 Pro","I was very skeptical buying a refurbished phone but I am so happy I did! This phone is so amazing! There isn’t a single scratch on it and the battery life is even at 90%! Worth the money 100%"
"iPhone 12 Pro","The phone is great!! Looks like it just came out of the box! Real value for money!"
"iPhone 12 Pro","The phone arrived 2 days early in neat packaging. It also came with a charger and thank you note. 100% battery life and the quality felt brand new. I recommend this company for phones for sure. Great service!"
"iPhone 12 Pro","Todo bien pero una de las salidas de sonido ya no se escucha y por lo que vi a la mayoría le tocó la condición de la batería mayor a 95% y eso que compre la versión renovada en excelente estado… es recomendable comprar l versión en medio y no la excelente porque no le veo diferencia… puedo regresarlo hasta noviembre ahí veo que tal va x 1 mes pero por el momento todo bien…"
"iPhone 12 Pro","I was very surprised. arrived as new, well before the deadline is very well packaged."
"iPhone 12 Pro","The seller is very responsive if you have any concerns or questions. Iphone 12 Pro came super fast and I am impressed, like new condition and the battery health is 100 percent. Very happy with my purchase."
"iPhone 12 Pro","Feels like new. Some issues with the mic some times but overall good"
"iPhone 12 Pro","The iPhone arrived without a scratch or ding. Looks brand new and has 100% battery life! Very satisfied with purchase!"
"iPhone 12 Pro","Good phone, it arrived in the estimated time, it does not have any scratches, neither on the screen, nor on the cameras, nor on the back. Everything works very well, and came with 89% battery life"
"iPhone 12 Pro","The phones great and does everything an Iphone can do. Hopefully I dont need to purchase another phone for the next 2 years."
"iPhone 12 Pro","Battery life was 100% and condition was great,
Also got double the storage for no additional charge!"
"iPhone 12 Pro","Product was perfect love it"
"iPhone 12 Pro","Really great!! In perfect condition, except battery with 80%, but as expected! Function and no scratches nor the screen or anywhere else, which was amazing for me for this price."
"iPhone 12 Pro","I was a bit skeptical about this company given some of the reviews but I’m so glad I took the chance. 2 things that shocked me was that the battery life is 100% and the phone came with a screen protector already on it, a new usb type c charging block and cable along with a pop socket. No regrets!"
"iPhone 12 Pro","I just got my iPhone 12 pro in mail today, I want say it package real nice and phone feel luxury even thou is refurbished. In addition I will do my review testing out the phone and see if there's any fake going on but however it came in good shape, no scratches what so ever. I like this alot and seller that send it too me did well because I am young guy review all my purchases and money is worth it spend that. So guy if you want buy refurbished iPhone trust me is worth it, I am going take picture and do a video soon on it. I appreciate amazon as loyal customer and more shopping to come in the future. Appreciate however read this and let see how the phone goes. Thirdly, I want thank seller for well design packaging got a charger and sim kit, I hope in the future people can be honest about thier review before at hand test before you write about it."
"iPhone 12 Pro","Excelente producto, llegó exactamente con todas sus descripciones de venta. Acertada inversión. Recomendado!!!"
"iPhone 12 Pro","Love the phone. Been wanting it since it came out and finally put some money together to buy it. I do must say I’m happy to be back with iPhone. I was stuck with a Motorola G4 for almost a year and a half and that phone took a beaten and I finally got tired of it lagging and been a bit of an annoyance to navigate. This phone is clean, sturdy, and very well put together. Love the cameras, I blew my friends mind when I showed him it could take pictures in the dark on SELFIE mode. Even for a refurbished phone it still looks brand new, no dings nor scratches. Looked very clean and smooth when I unwrapped it. And yea unwrapped it. Would’ve prefer getting the whole “brand new fresh off the box” experience. But I’m not complaining. They secured it pretty well. Package might not be filled with bubble wrap but this phone is durable. All they needed was to wrap it around with some foam and the phone got to me in one piece, looked brand new. Didn’t even have to squint my eye I swear.
Side note I didn’t put a rating on the finger print because I do not know whether this phone has one. I haven’t bothered the face recognition is enough. It won’t rwcognize your face with a mask on (obviously) but it does recognize from all kinds of angles. Literally even as far as your arms can reach. I’ve gotten myself an Apple Watch lately the 7 specifically and they go hand in hand love them both. I’ve had the phone for 4 months now and it still looks brand new, I still take it out of the case and feel it. I did spent a grand on it, which for a lot of people it is pretty pricy but so far I haven’t had a complain or a regret for buying a thousand dollar phone. Which was a HUGE thing before I bought it. Maybe it’s because I’m finally back with iPhone money doesn’t matter if you’re happy really.
Camera is crisp btw."
"iPhone 12 Pro","Looks and works like new. No scratches or anything"
"iPhone 12 Pro","Iphone smaller than desired..."
"iPhone 12 Pro","Es mucho mejor que comprarlo por allí, arriesgándose a una estafa"
"iPhone 12 Pro","The refurbish condition of the product is as advertised, so I'm happy with it."
"iPhone 12 Pro","The media could not be loaded."
"iPhone 12 Pro","The iPhone 12 Pro I ordered is perfect! No issues, just had to pop my SIM card in! All functionality works as expected! Great product, Great Price!!!"
"iPhone 12 Pro","Good product"
"iPhone 12 Pro","Que llego a tiempo y muy buen tel."
"iPhone 12 Pro","I was happy with the item , but I had some issue with it , but we work it out successfully .the seller refunded me quicklythank you"
"iPhone 12 Pro","Tengo el telefono ya 3 meses y hasta ahora todo esta perfecto. Lo utilizo en Ecuador y sirve bien con mi operadora. Entregado en caja generica, cable y cubo genericos de buena calidad. Nivel estetico 9/10 ya que la pantalla si muestra simbolos de uso y rasgpones menores.Finalmente para ser un telefono del 2020 es bastante costoso."
"iPhone 12 Pro","Phone works good no problems speakers loud 👊🏽 that’s what I’m using to type this up"
"iPhone 12 Pro","Creí que era más grande."
"iPhone 12 Pro","I have been buying Amazon refurbished devices for years and have always gotten great products. This phone was no exception. The time the phone shipped to me was super short. It did make me nervous when the phone didn't come in the Apple box, the phone was in mint condition. I also loved that there were screen protectors on the phone and a charger with the box. I have been putting this phone through the ringer and it is still great. Overall I would totally recommend getting this phone and I love mine."
"iPhone 12 Pro","Great phone with no issues on the phone. The phone charger didn’t work, as it was probably a refurb too. The cost was a little high, but the phone was like new."
"iPhone 12 Pro","i Have not use it yet , because it has a small but deep scratch on the left side of it that why i do not know how it work. I might keep it for XM gift."
"iPhone 12 Pro","There are two Big risks on the screen, then its a Good Condition phone, its not Excellent to me."
"iPhone 12 Pro","This is my first iPhone bought by myself i worked for it and ummm I’m not going to lie I mean to purchase the Pro Max BUT I accidentally bought the Pro only so yup there it is But I must say the phone is still amazing and looks so nice like if I would’ve bought it from the apple store it had 100% battery life is 512GB that’s so good to have that much space to install how many games or videos I’d like and still have a toon of space overall I totally recommend this phone to anybody and it’s a great start before you get to the 13 Pro or Pro max because you don’t value stuff if you didn’t have something worse or less valuable before that definitely worth every penny."
"iPhone 12 Pro","When trying to activate the phone, I went to my carriers local store and tried to have the store person install my SIM card for me since my previous phone was destroyed. Once I arrived to the store, the store person starts to explain that when my sim is inserted that the phone’s sim was locked to a carrier. That confused me cause i clearly bought an unlocked phone so I reached out to customer service. At first, they didn’t even address the fact that I couldn’t activate the phone cause even when I clicked on the carrier locked option in the settings, it said that I had to contact the cell phone provider since it was locked to a carrier. They even tried to send a link to me to try to contact them from a different website when we already had an amazon chat opened ?? Definitely got frustrated before customer service finally got back to me & showed how the phone sent was compatible for my cell provider by checking the IMEI in the settings. Thankfully the phone is finally working!"
"iPhone 12 Pro","the product came with no scratches and no damage at all but after a day of owning I discovered that the top speaker was not working"
"iPhone 12 Pro","Pretty good refurbish. Everything really looks brand new. No scratches or marks on any of the surfaces and very clean glass. It was packaged well and arrived in good condition. My only complaint is that it arrived a little dirty. If you are buying this you might want to purchase a phone cleaner as well. While the screen and other surfaces were clean the speakers and charging port had dirt and lint inside that need to be cleaned."
"iPhone 12 Pro","My daughter is enjoying the iPhone 12. We had no problems with integration to Tmobile."
"iPhone 12 Pro","Excelente"
"iPhone 12 Pro","I had some doubts since this was not the super premium quality of renewed phone but it looks as new."
"iPhone 12 Pro","El encabezado del anuncio decía que se trataba de un 12 pro Max y a la hora de recibir el paquete llegó un 12 pro"
"iPhone 12 Pro","It came early, and well packaged. And looks brand new. It’s definitely worth the money."
"iPhone 12 Pro","Not original charger but I’ll live def worth the savings will update if anything happens"
"iPhone 12 Pro","It's the first time I ordered a refurbished phone, and the quality of the device is way better than I thought. iPhone has solid software and design. I compared it with my old 7...in a nutshell, the Size is comparable, the home button is missing, and the camera was added. Switching between the two generations was difficult due to the missing home button, but after a day, I'm almost stopping to press on the display... Face id works brilliantly. Even recognized me with glasses in the car"
"iPhone 12 Pro","The screen was not original"
"iPhone 12 Pro","One camera lens appeared to have moisture/condensation inside, which made (3-4) watermarks/bubbles appear on the pictures."
"iPhone 12 Pro","La batería ha funcionado genial, estado del 100%, no tenía ningún raspón ni nada, el color es hermoso y la cámara increíble. Solo no me gustó que el cargador no vino con el cúbito y el cable dañado"
"iPhone 12 Pro","mala calidad de la pantalla"
"iPhone 12 Pro","I bought 2 copies, a Blue one and a Space Gray. The blue one arrived with a small scratch on the surface (not on the screen), but with 100% battery capacity. The gray one, arrived in perfect shape (no scratches anywhere) but with 88% of battery capacity.It is what you are buying, a Renewed phone, not new, not used, somewhere in the middle and is certainly a gamble. They both are working perfectly and have no other flaws, i would give the product in general 8 out of 10, and would recommend it."
"iPhone 12 Pro","The iPhone 12 Pro is in over all good Condition but the battery Health is only at 90%"
"iPhone 12 Pro","Iphone come along with charging cable, Nice pakaging but charging cable are not working"
"iPhone 12 Pro","The phone is in a great condition, it would have been perfect if the charger cable was in a better quality"
"iPhone 12 Pro","Good condition but battery doesn’t last much longer than my 2y old 11pro"
"iPhone 12 Pro","I bought this refurbished. It looks brand new and works perfectly fine. In fact, it was so new you that it still came with the option to purchase AppleCare."
"iPhone 12 Pro","El teléfono funciona muy bien, es un excelente teléfono sin desperfectos estéticos, pero con un detalle que esperaba no lo tuviera pero lo tuvo… la batería en condición de un 91%, un detalle."
"iPhone 12 Pro","Battery health is only 82%, not great"
"iPhone 12 Pro","El celular están en muy buen estado pero, el encabezado del anuncio de este iPhone dice que es un 12 Pro Max (6,7 pulgadas), pero al recibirlo en realidad llega un 12 Pro (6,1 pulgadas)... Y para mi eso es engaño!"
"iPhone 12 Pro","Hello, I first would like to say thank you for the timely shipping. However, I am not too impressed with the phone. I purchased from this seller specifically because of the reviews but it seems as if I got a bad phone. The front face of the phone is scratched to the top. The battery health is 88% and upon getting the turning on the phone it was dim, turned up the brightness still dim barely can see. This resulted with me taking it to the Apple Store and having them take a look. They told me it’s either software issue or a problem with the phone. I spent the money for an excellent condition phone and I’m not getting this"
"iPhone 12 Pro","My phone came with 100% battery capacity, no perceivable external damage. It was almost like new. Currently trouble shooting my phone crashing in video mode. Will up my stars if the issue gets resolved."
"iPhone 12 Pro","Exactly as described. Arrived with no damage and unlocked allowing smooth transition to a new phone!!"
"iPhone 12 Pro","I received my new phone yesterday and was delivered as promised. Arrived in excellent condition with a battery health of 100% which is far better than promised. So far, I'm working thru the learning curve, but set up was a breeze."
"iPhone 12 Pro","Great value for the price."
"iPhone 12 Pro","I love it because it it just like a brand new iPhone and it’s fully unlocked and you pay not as much"
"iPhone 12 Pro","Only had it for a few days, but everything works and it seems to hold a charge well. The phone itself looks like new aside from the tiniest, hair-thin scratch on the bottom right corner of the screen. But honestly, you can’t even see it and it might have been from me lol so I’m not counting it as damage. Overall, really nice phone for the refurbished price."
